# Length, Width, Layers, 900 rpm Fraction, 1800 rpm Fraction, 2900 rpm Fraction, 6500 rpm Fraction, 9000 rpm Fraction, Sed 1800 Weighting, Sed 2900 Weighting, Sed 6500 Weighting, Sed 9000 Weighting
5.500000000000000000e+01,2.500000000000000000e+01,1.315790000000000015e+00,9.900348266876159986e-01,9.602373358010108939e-01,8.973274805372246643e-01,5.014481665948006262e-01,8.027173090959945079e-02,3.936642235888410113e-02,9.760752024608732036e-02,4.252950677656627265e-01,3.934283138172599559e-01
4.500000000000000000e+01,3.800000000000000000e+01,1.315790000000000015e+00,9.888880446459659135e-01,9.556740526656603008e-01,8.856132769100529822e-01,4.467183130392654578e-01,0.000000000000000000e+00,4.383339938653529888e-02,1.081017040121585726e-01,4.630707352400392218e-01,3.738822060072328202e-01
4.700000000000000000e+01,4.500000000000000000e+01,1.315790000000000015e+00,9.876432850789123030e-01,9.507238277565603912e-01,8.729217654311479668e-01,3.879091303881689323e-01,0.000000000000000000e+00,4.866728063062497611e-02,1.193234129478029093e-01,5.017018675111224457e-01,3.179507239893619719e-01
2.700000000000000000e+01,2.000000000000000000e+01,1.315790000000000015e+00,9.937531148505756029e-01,9.750509974296798221e-01,9.354525399926642004e-01,6.825896544682342748e-01,4.060839905352323642e-01,2.479314901667073467e-02,6.254390464337344913e-02,2.877058351780287238e-01,3.674619084483900511e-01
4.000000000000000000e+01,2.500000000000000000e+01,1.315790000000000015e+00,9.915006444103340311e-01,9.660739002141234266e-01,9.123308928388574879e-01,5.721796383075135051e-01,2.063562274066645386e-01,3.363774980002587345e-02,8.397498475327325185e-02,3.738670416737277513e-01,3.968384482003948222e-01
5.300000000000000000e+01,4.000000000000000000e+01,1.315790000000000015e+00,9.876287025372787465e-01,9.506658532197800326e-01,8.727732274241266630e-01,3.872238283253782165e-01,0.000000000000000000e+00,4.872381937533232232e-02,1.194538380404218669e-01,5.021400743043356041e-01,3.173109708171890087e-01
6.500000000000000000e+01,4.500000000000000000e+01,1.315790000000000015e+00,9.854710930071711728e-01,9.420926451693660830e-01,8.508327077699507912e-01,2.867519638658090897e-01,0.000000000000000000e+00,5.706602425809892409e-02,1.384876701979518288e-01,5.634070332248155566e-01,2.265103653263048078e-01
3.300000000000000000e+01,2.100000000000000000e+01,1.315790000000000015e+00,9.929237434672875118e-01,9.717444197386264637e-01,9.269296544266508731e-01,6.416918637892883304e-01,3.316875508673763906e-01,2.805563652696341226e-02,7.050324600683266496e-02,3.204582064134317010e-01,3.835489618558116098e-01
9.000000000000000000e+01,4.500000000000000000e+01,1.315790000000000015e+00,9.829074982702328267e-01,9.319181681063294365e-01,8.248589162863156909e-01,1.697309665990525129e-01,0.000000000000000000e+00,6.691814306426224768e-02,1.604273683409725981e-01,6.273197205089012796e-01,1.282422663560967291e-01
2.700000000000000000e+01,2.000000000000000000e+01,1.315790000000000015e+00,9.937531148505756029e-01,9.750509974296798221e-01,9.354525399926642004e-01,6.825896544682342748e-01,4.060839905352323642e-01,2.479314901667073467e-02,6.254390464337344913e-02,2.877058351780287238e-01,3.674619084483900511e-01
1.700000000000000000e+02,6.500000000000000000e+01,1.315790000000000015e+00,9.717927663011328709e-01,8.879549201604076680e-01,7.134333607400705768e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.088845980877487518e-01,2.472806937548513995e-01,6.156274744585327197e-01,0.000000000000000000e+00
8.500000000000000000e+01,2.000000000000000000e+01,1.315790000000000015e+00,9.889205536772394112e-01,9.558033771592019390e-01,8.859450653660621011e-01,4.482625120138474806e-01,0.000000000000000000e+00,4.370694873038616368e-02,1.078062759273221705e-01,4.620290161344295932e-01,3.753783128851014839e-01
3.700000000000000000e+01,2.500000000000000000e+01,1.315790000000000015e+00,9.918253626981650140e-01,9.673674300580912266e-01,9.156591622846147471e-01,5.879673040034277820e-01,2.346980505398195971e-01,3.236581051840692336e-02,8.092162238486921844e-02,3.619863517486353599e-01,3.953179296755303662e-01
2.700000000000000000e+01,2.100000000000000000e+01,1.315790000000000015e+00,9.935989288931265095e-01,9.744361787875782666e-01,9.338672481444376672e-01,6.749648002214303499e-01,3.921768450221432278e-01,2.540018537507759966e-02,6.402964725194637552e-02,2.938867828384613690e-01,3.709437211747740881e-01
2.500000000000000000e+01,2.000000000000000000e+01,1.315790000000000015e+00,9.939888151843955244e-01,9.759909464064463469e-01,9.378766681406442984e-01,6.942647676497258891e-01,4.274112692165044081e-01,2.386473073515504861e-02,6.026734044299375537e-02,2.781752630342136934e-01,3.616936974492152013e-01
6.800000000000000000e+01,4.000000000000000000e+01,1.315790000000000015e+00,9.859888747473928294e-01,9.441492027763686012e-01,8.560912948625108987e-01,3.106964435885626319e-01,0.000000000000000000e+00,5.506826470827308473e-02,1.339675795765311594e-01,5.493425581907348532e-01,2.476104722718537043e-01
2.500000000000000000e+01,2.000000000000000000e+01,1.315790000000000015e+00,9.939888151843955244e-01,9.759909464064463469e-01,9.378766681406442984e-01,6.942647676497258891e-01,4.274112692165044081e-01,2.386473073515504861e-02,6.026734044299375537e-02,2.781752630342136934e-01,3.616936974492152013e-01
2.500000000000000000e+01,2.000000000000000000e+01,1.315790000000000015e+00,9.939888151843955244e-01,9.759909464064463469e-01,9.378766681406442984e-01,6.942647676497258891e-01,4.274112692165044081e-01,2.386473073515504861e-02,6.026734044299375537e-02,2.781752630342136934e-01,3.616936974492152013e-01
6.000000000000000000e+01,2.500000000000000000e+01,1.315790000000000015e+00,9.895920959438744280e-01,9.584753115493939157e-01,8.928025888227051343e-01,4.802561576657712328e-01,4.277930827795841523e-02,4.109250347725168506e-02,1.016767008151411300e-01,4.401309834835233636e-01,3.892939096542900046e-01
7.800000000000000000e+01,4.300000000000000000e+01,1.315790000000000015e+00,9.844433992636911768e-01,9.380123494635534964e-01,8.404079444748074890e-01,2.395360210611085228e-01,0.000000000000000000e+00,6.102333340646914905e-02,1.473705064233626905e-01,5.901577358208464075e-01,1.858918236130129298e-01
9.000000000000000000e+01,8.000000000000000000e+01,1.315790000000000015e+00,9.772206975954793595e-01,9.093943009126024268e-01,7.676085631126648989e-01,0.000000000000000000e+00,0.000000000000000000e+00,8.854176446831274472e-02,2.065213742009261999e-01,6.821575589262404149e-01,0.000000000000000000e+00
6.000000000000000000e+01,5.500000000000000000e+01,1.315790000000000015e+00,9.845689795291940882e-01,9.385108346789466927e-01,8.416809208828894828e-01,2.452836696203043454e-01,0.000000000000000000e+00,6.054032475225135101e-02,1.462913657021079894e-01,5.869710328100118391e-01,1.907662562648229088e-01
2.400000000000000000e+01,2.000000000000000000e+01,1.315790000000000015e+00,9.941102068530114355e-01,9.764750867964059333e-01,9.391255006841470188e-01,7.002868096589983660e-01,4.384274124722862820e-01,2.338635633102403855e-02,5.909232837448286091e-02,2.732279919182520889e-01,3.585099223576683203e-01
3.500000000000000000e+01,2.500000000000000000e+01,1.315790000000000015e+00,9.920492212542429966e-01,9.682593016739826641e-01,9.179546224702249679e-01,5.988764293607192757e-01,2.543243980516858294e-01,3.148833505639136998e-02,7.880958054843800742e-02,3.536912321379406254e-01,3.937615131805386470e-01
6.000000000000000000e+01,2.000000000000000000e+01,1.578950000000000076e+00,9.889809393542814409e-01,9.560436035317650960e-01,8.865614082888018110e-01,4.511319937298881033e-01,0.000000000000000000e+00,4.347203826978418562e-02,1.072571981894279158e-01,4.600895409205428832e-01,3.781621619745264562e-01
6.800000000000000000e+01,4.500000000000000000e+01,1.578950000000000076e+00,9.824135041345462005e-01,9.299590729342471773e-01,8.198657197419497722e-01,1.474713242280789871e-01,0.000000000000000000e+00,6.880915259149844587e-02,1.645714623058296411e-01,6.385720171710215221e-01,1.104608720661965637e-01
8.800000000000000000e+01,3.500000000000000000e+01,1.578950000000000076e+00,9.823562089819277698e-01,9.297318813191984832e-01,8.192868388622244202e-01,1.448955824855279739e-01,0.000000000000000000e+00,6.902832267956438006e-02,1.650503694889829953e-01,6.398554101538811434e-01,1.084221066594992094e-01
8.000000000000000000e+01,4.000000000000000000e+01,1.578950000000000076e+00,9.820162875914133505e-01,9.283841287491775285e-01,8.158535042097092571e-01,1.296398126444683052e-01,0.000000000000000000e+00,7.032795201835728705e-02,1.678842122486609023e-01,6.473774961324375576e-01,9.642662719195758958e-02
4.500000000000000000e+01,3.000000000000000000e+01,1.578950000000000076e+00,9.883131649598431157e-01,9.533874619791852245e-01,8.797487900873406375e-01,4.194810689902430112e-01,0.000000000000000000e+00,4.606778497816244045e-02,1.133061469774105934e-01,4.812149174156867271e-01,3.477243155885833548e-01
8.500000000000000000e+01,4.000000000000000000e+01,1.578950000000000076e+00,9.814636592883541066e-01,9.261935001880258200e-01,8.102756088618185970e-01,1.049310518725622698e-01,0.000000000000000000e+00,7.243839738472535039e-02,1.724642643438918377e-01,6.592728773174899581e-01,7.728812024224696042e-02
5.700000000000000000e+01,3.500000000000000000e+01,1.578950000000000076e+00,9.857959794719219904e-01,9.433829877244981343e-01,8.541317590646457791e-01,3.017638857925100115e-01,0.000000000000000000e+00,5.581282307090218442e-02,1.356550071237251354e-01,5.546286003570053413e-01,2.396995489202893848e-01
1.100000000000000000e+02,5.500000000000000000e+01,1.578950000000000076e+00,9.752861371240452160e-01,9.017465016448100723e-01,7.482477061646652938e-01,0.000000000000000000e+00,0.000000000000000000e+00,9.582527486975689346e-02,2.214062894109184443e-01,6.580545728433698782e-01,0.000000000000000000e+00
6.800000000000000000e+01,4.000000000000000000e+01,1.578950000000000076e+00,9.834179179102264801e-01,9.339429077766249199e-01,8.300221555994053979e-01,1.928285650794166750e-01,0.000000000000000000e+00,6.496172809751532551e-02,1.561172033207479659e-01,6.153382536226210675e-01,1.470007328693420656e-01
4.500000000000000000e+01,4.000000000000000000e+01,1.578950000000000076e+00,9.865072156286406324e-01,9.462085095138934587e-01,8.613597866336176745e-01,3.347718926279876772e-01,0.000000000000000000e+00,5.306569350396350693e-02,1.294125317924059715e-01,5.348626835109666633e-01,2.691663068213044352e-01
6.500000000000000000e+01,3.200000000000000000e+01,1.578950000000000076e+00,9.854969016858970976e-01,9.421951411905443718e-01,8.510947206339115612e-01,2.879429913050093881e-01,0.000000000000000000e+00,5.696650925910928809e-02,1.382630774842145138e-01,5.627153803474307381e-01,2.275519345951425021e-01
6.800000000000000000e+01,3.800000000000000000e+01,1.578950000000000076e+00,9.838372262374746047e-01,9.356066089853677381e-01,8.342667990242321752e-01,2.118778505791240052e-01,0.000000000000000000e+00,6.335261520386092915e-02,1.525548610355353940e-01,6.052224451727213905e-01,1.627073048253568910e-01
7.700000000000000000e+01,3.800000000000000000e+01,1.578950000000000076e+00,9.828023264186500629e-01,9.315010345787063661e-01,8.237955393659174286e-01,1.649840773607495759e-01,0.000000000000000000e+00,6.732094257331799891e-02,1.613119034610102087e-01,6.297435244894785678e-01,1.244259558948432737e-01
1.050000000000000000e+02,9.000000000000000000e+01,1.578950000000000076e+00,9.691284968968211233e-01,8.774526363484461688e-01,6.870083270893350136e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.187641423342985503e-01,2.661569619181217705e-01,5.842073926444008025e-01,0.000000000000000000e+00
2.700000000000000000e+01,2.500000000000000000e+01,1.578950000000000076e+00,9.917338282334954291e-01,9.670027773826569417e-01,9.147207909556620553e-01,5.835125579314379696e-01,2.266935913106728762e-01,3.272446190737055005e-02,8.178356022640365097e-02,3.653535320990052293e-01,3.958341099151329034e-01
7.000000000000000000e+01,3.000000000000000000e+01,1.578950000000000076e+00,9.854274256071211546e-01,9.419192283974473501e-01,8.503894148375296114e-01,2.847373774498936916e-01,0.000000000000000000e+00,5.723438523757862217e-02,1.388675039134197320e-01,5.645750532513759135e-01,2.247504832047468593e-01
6.500000000000000000e+01,4.000000000000000000e+01,1.578950000000000076e+00,9.837873306790436700e-01,9.354086188853306671e-01,8.337615634687692845e-01,2.096075433508725883e-01,0.000000000000000000e+00,6.354418241167336667e-02,1.529797821965451776e-01,6.064391768055982235e-01,1.608241892652269023e-01
4.200000000000000000e+01,3.700000000000000000e+01,1.578950000000000076e+00,9.874620929072974729e-01,9.500035075808107576e-01,8.710763770831054797e-01,3.794000465484115847e-01,0.000000000000000000e+00,4.936964104227647976e-02,1.209422775254309634e-01,5.071233601581068839e-01,3.100268141814830902e-01
5.000000000000000000e+01,3.000000000000000000e+01,1.578950000000000076e+00,9.876816359423328251e-01,9.508762979317818553e-01,8.733124239624745488e-01,3.897118202461661851e-01,0.000000000000000000e+00,4.851857842228146644e-02,1.189802912612063501e-01,5.005478474855746818e-01,3.196349187732703268e-01
3.500000000000000000e+01,3.000000000000000000e+01,1.578950000000000076e+00,9.896920080961640886e-01,9.588729182265925965e-01,8.938234614988551652e-01,4.850316943123035296e-01,5.121664433132114974e-02,4.070314414745868081e-02,1.007603526502074409e-01,4.368107992993846000e-01,3.903462773720488554e-01
4.000000000000000000e+01,3.200000000000000000e+01,1.578950000000000076e+00,9.886199019855509418e-01,9.546074311155929859e-01,8.828772391791431806e-01,4.339975226804664299e-01,0.000000000000000000e+00,4.487599700137478997e-02,1.105338916596030341e-01,4.715989316691499567e-01,3.616110816554231611e-01
2.500000000000000000e+01,2.000000000000000000e+01,1.578950000000000076e+00,9.928849369227215060e-01,9.715897371616244449e-01,9.265311337240184075e-01,6.397852420746383828e-01,3.282311246368444513e-01,2.820812202623845799e-02,7.087371191316960140e-02,3.219610683740713464e-01,3.841456804748292209e-01
3.000000000000000000e+01,2.500000000000000000e+01,1.578950000000000076e+00,9.912870108853041318e-01,9.652229948386795710e-01,9.101421223568755270e-01,5.618164339066825663e-01,1.877918106796647446e-01,3.447399349390811718e-02,8.597718704410484136e-02,3.815859496234112469e-01,3.973727597479325135e-01
3.400000000000000000e+01,2.900000000000000000e+01,1.578950000000000076e+00,9.900108325000883669e-01,9.601418314291833012e-01,8.970821705087872466e-01,5.002976160086987090e-01,7.823283968403800526e-02,3.946001864872306086e-02,9.782862658268831613e-02,4.261073098604347686e-01,3.932395840971376622e-01
3.500000000000000000e+01,2.700000000000000000e+01,1.578950000000000076e+00,9.902205539930242217e-01,9.609766269398863914e-01,8.992266140876192804e-01,5.103619041238941501e-01,9.608085182040913830e-02,3.864174609026216345e-02,9.589381843482824852e-02,4.189759689128447762e-01,3.947496458624994986e-01
8.000000000000000000e+01,4.000000000000000000e+01,1.578950000000000076e+00,9.820162875914133505e-01,9.283841287491775285e-01,8.158535042097092571e-01,1.296398126444683052e-01,0.000000000000000000e+00,7.032795201835728705e-02,1.678842122486609023e-01,6.473774961324375576e-01,9.642662719195758958e-02
4.800000000000000000e+01,3.700000000000000000e+01,1.578950000000000076e+00,9.865973696889995814e-01,9.465667348542300408e-01,8.622765574495382390e-01,3.389700605362165331e-01,0.000000000000000000e+00,5.271711884671148596e-02,1.286172030758886420e-01,5.323029837174447776e-01,2.729600640489546759e-01
5.000000000000000000e+01,3.000000000000000000e+01,1.578950000000000076e+00,9.876816359423328251e-01,9.508762979317818553e-01,8.733124239624745488e-01,3.897118202461661851e-01,0.000000000000000000e+00,4.851857842228146644e-02,1.189802912612063501e-01,5.005478474855746818e-01,3.196349187732703268e-01
4.500000000000000000e+01,3.800000000000000000e+01,1.578950000000000076e+00,9.868484902645735524e-01,9.475646417167373770e-01,8.648308613418046464e-01,3.506807567373580459e-01,0.000000000000000000e+00,5.174575415831972336e-02,1.263970313964041248e-01,5.251081762043812162e-01,2.835975285054684880e-01
4.000000000000000000e+01,3.000000000000000000e+01,1.578950000000000076e+00,9.889809393542814409e-01,9.560436035317650960e-01,8.865614082888018110e-01,4.511319937298881033e-01,0.000000000000000000e+00,4.347203826978418562e-02,1.072571981894279158e-01,4.600895409205428832e-01,3.781621619745264562e-01
4.700000000000000000e+01,2.500000000000000000e+01,1.578950000000000076e+00,9.890962216936811657e-01,9.565022398128244507e-01,8.877382290242660234e-01,4.566141868716080965e-01,1.107100210705995154e-03,4.302347025327313279e-02,1.062078025485855282e-01,4.563706981716182942e-01,3.830696841544273257e-01
1.200000000000000000e+02,1.000000000000000000e+02,1.578950000000000076e+00,9.652229948386795710e-01,8.620826331757601713e-01,6.484694943537634426e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.331210138463575499e-01,2.925092301274661022e-01,5.395927508648559190e-01,0.000000000000000000e+00
4.500000000000000000e+01,4.000000000000000000e+01,1.578950000000000076e+00,9.865072156286406324e-01,9.462085095138934587e-01,8.613597866336176745e-01,3.347718926279876772e-01,0.000000000000000000e+00,5.306569350396350693e-02,1.294125317924059715e-01,5.348626835109666633e-01,2.691663068213044352e-01
6.000000000000000000e+01,4.000000000000000000e+01,1.578950000000000076e+00,9.844225545037661451e-01,9.379296101274983144e-01,8.401966702133527587e-01,2.385825729245092952e-01,0.000000000000000000e+00,6.110349175733276184e-02,1.475494606823662957e-01,5.906844944069992165e-01,1.850851076570678433e-01
2.500000000000000000e+01,2.000000000000000000e+01,1.578950000000000076e+00,9.928849369227215060e-01,9.715897371616244449e-01,9.265311337240184075e-01,6.397852420746383828e-01,3.282311246368444513e-01,2.820812202623845799e-02,7.087371191316960140e-02,3.219610683740713464e-01,3.841456804748292209e-01
3.500000000000000000e+01,2.500000000000000000e+01,1.578950000000000076e+00,9.905894374395074475e-01,9.624451761812723438e-01,9.030002094754907560e-01,5.281074687692539626e-01,1.276228005753527739e-01,3.720141179973324164e-02,9.247843877563355353e-02,4.062568041061351831e-01,3.966287213330513262e-01
1.300000000000000000e+02,6.000000000000000000e+01,1.578950000000000076e+00,9.719462862538801318e-01,8.885605038937240963e-01,7.149593520516541734e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.083132043824985846e-01,2.461705332462453821e-01,6.174625486251361650e-01,0.000000000000000000e+00
3.500000000000000000e+01,3.000000000000000000e+01,1.578950000000000076e+00,9.896920080961640886e-01,9.588729182265925965e-01,8.938234614988551652e-01,4.850316943123035296e-01,5.121664433132114974e-02,4.070314414745868081e-02,1.007603526502074409e-01,4.368107992993846000e-01,3.903462773720488554e-01
2.500000000000000000e+01,2.000000000000000000e+01,1.578950000000000076e+00,9.928849369227215060e-01,9.715897371616244449e-01,9.265311337240184075e-01,6.397852420746383828e-01,3.282311246368444513e-01,2.820812202623845799e-02,7.087371191316960140e-02,3.219610683740713464e-01,3.841456804748292209e-01
5.500000000000000000e+01,3.000000000000000000e+01,1.578950000000000076e+00,9.870810308987655324e-01,9.484888259846729897e-01,8.671970631245455863e-01,3.615471688481769474e-01,0.000000000000000000e+00,5.084570274985467098e-02,1.243348011847301704e-01,5.183601900539382967e-01,2.935403369102424498e-01
1.900000000000000000e+01,1.700000000000000000e+01,1.578950000000000076e+00,9.942806723570016825e-01,9.771549950088075365e-01,9.408795825922411371e-01,7.087537397813817863e-01,4.539338370667940770e-01,2.271434692264184818e-02,5.743940669900182705e-02,2.662360464468417343e-01,3.537912826300378399e-01
1.050000000000000000e+02,3.800000000000000000e+01,1.578950000000000076e+00,9.799222188511408360e-01,9.200863726055295011e-01,7.947424721513351997e-01,3.661800685363585106e-02,0.000000000000000000e+00,7.830913907283287845e-02,1.850628718313165333e-01,6.903115675214143154e-01,2.623864042557712620e-02
1.900000000000000000e+01,1.700000000000000000e+01,1.578950000000000076e+00,9.942806723570016825e-01,9.771549950088075365e-01,9.408795825922411371e-01,7.087537397813817863e-01,4.539338370667940770e-01,2.271434692264184818e-02,5.743940669900182705e-02,2.662360464468417343e-01,3.537912826300378399e-01
7.200000000000000000e+01,4.000000000000000000e+01,1.578950000000000076e+00,9.829378544178750676e-01,9.320385709703099542e-01,8.251658750060705261e-01,1.711018638602469777e-01,0.000000000000000000e+00,6.680186123361619988e-02,1.601718347438144674e-01,6.266172819197413091e-01,1.293468765207030913e-01
1.000000000000000000e+02,5.000000000000000000e+01,1.578950000000000076e+00,9.775286888127553420e-01,9.106125442141730364e-01,7.706962687456899719e-01,0.000000000000000000e+00,0.000000000000000000e+00,8.737880245062756845e-02,2.041146903184359873e-01,6.860351960436917862e-01,0.000000000000000000e+00
3.500000000000000000e+01,2.500000000000000000e+01,1.578950000000000076e+00,9.905894374395074475e-01,9.624451761812723438e-01,9.030002094754907560e-01,5.281074687692539626e-01,1.276228005753527739e-01,3.720141179973324164e-02,9.247843877563355353e-02,4.062568041061351831e-01,3.966287213330513262e-01
2.200000000000000000e+01,2.000000000000000000e+01,1.578950000000000076e+00,9.933252369502326706e-01,9.733449438559409472e-01,9.310541642722731659e-01,6.614544984339778555e-01,3.675766354655988777e-01,2.647713996021916483e-02,6.666015006873882154e-02,3.047545799941506761e-01,3.765659732680983751e-01
4.500000000000000000e+01,3.700000000000000000e+01,1.578950000000000076e+00,9.870225038306074117e-01,9.482562123330743331e-01,8.666014445785632514e-01,3.588102424838056081e-01,0.000000000000000000e+00,5.107228286068832279e-02,1.248544074237617485e-01,5.200663280100610297e-01,2.910294855360963107e-01
9.500000000000000000e+01,3.000000000000000000e+01,1.578950000000000076e+00,9.830268277359879292e-01,9.323914800140887804e-01,8.260656486399374776e-01,1.751219652785576397e-01,0.000000000000000000e+00,6.646098892967544636e-02,1.594222846515676029e-01,6.245510869531739617e-01,1.325924672015709460e-01
2.400000000000000000e+01,1.700000000000000000e+01,1.578950000000000076e+00,9.935724058846960860e-01,9.743304226505371535e-01,9.335945849732236734e-01,6.736541751417018942e-01,3.897880695675458584e-01,2.550458372514907701e-02,6.428494550457219958e-02,2.949457683747732650e-01,3.715196671625748959e-01
4.000000000000000000e+01,3.700000000000000000e+01,1.578950000000000076e+00,9.877639508646952615e-01,9.512035642417008274e-01,8.741509978119961222e-01,3.935830209580642447e-01,0.000000000000000000e+00,4.819936017273285245e-02,1.182432662297637771e-01,4.980631964030880487e-01,3.232581280591105832e-01
6.000000000000000000e+01,4.000000000000000000e+01,1.578950000000000076e+00,9.844225545037661451e-01,9.379296101274983144e-01,8.401966702133527587e-01,2.385825729245092952e-01,0.000000000000000000e+00,6.110349175733276184e-02,1.475494606823662957e-01,5.906844944069992165e-01,1.850851076570678433e-01
3.500000000000000000e+01,2.000000000000000000e+01,1.578950000000000076e+00,9.915822479056383143e-01,9.663989518411192359e-01,9.131671479600644847e-01,5.761430971037939663e-01,2.134645530763955301e-01,3.331820286536857356e-02,8.320880003817188175e-02,3.708982060096699396e-01,3.965373819835903979e-01
4.000000000000000000e+01,3.000000000000000000e+01,1.578950000000000076e+00,9.889809393542814409e-01,9.560436035317650960e-01,8.865614082888018110e-01,4.511319937298881033e-01,0.000000000000000000e+00,4.347203826978418562e-02,1.072571981894279158e-01,4.600895409205428832e-01,3.781621619745264562e-01
2.500000000000000000e+01,2.000000000000000000e+01,1.578950000000000076e+00,9.928849369227215060e-01,9.715897371616244449e-01,9.265311337240184075e-01,6.397852420746383828e-01,3.282311246368444513e-01,2.820812202623845799e-02,7.087371191316960140e-02,3.219610683740713464e-01,3.841456804748292209e-01
5.500000000000000000e+01,5.000000000000000000e+01,1.578950000000000076e+00,9.833268487027060356e-01,9.335816156554660461e-01,8.291006297144527526e-01,1.887001806943402471e-01,0.000000000000000000e+00,6.531098057343576180e-02,1.568883337754323204e-01,6.175026310898310555e-01,1.436249032640068979e-01
4.000000000000000000e+01,3.000000000000000000e+01,1.578950000000000076e+00,9.889809393542814409e-01,9.560436035317650960e-01,8.865614082888018110e-01,4.511319937298881033e-01,0.000000000000000000e+00,4.347203826978418562e-02,1.072571981894279158e-01,4.600895409205428832e-01,3.781621619745264562e-01
4.000000000000000000e+01,3.000000000000000000e+01,1.578950000000000076e+00,9.889809393542814409e-01,9.560436035317650960e-01,8.865614082888018110e-01,4.511319937298881033e-01,0.000000000000000000e+00,4.347203826978418562e-02,1.072571981894279158e-01,4.600895409205428832e-01,3.781621619745264562e-01
7.500000000000000000e+01,4.500000000000000000e+01,1.578950000000000076e+00,9.815318293909169878e-01,9.264636952639114797e-01,8.109634182623515208e-01,1.079727931044816291e-01,0.000000000000000000e+00,7.217822371426096950e-02,1.719010972079205724e-01,6.578277013474597146e-01,7.962480712127575910e-02
2.300000000000000000e+01,2.000000000000000000e+01,1.578950000000000076e+00,9.931753078881950803e-01,9.727472255342649587e-01,9.295136554948677521e-01,6.540667378222112527e-01,3.541471065991578238e-01,2.706678267081397138e-02,6.809745833781755131e-02,3.106518978374038786e-01,3.793476187913932263e-01
5.500000000000000000e+01,4.500000000000000000e+01,1.578950000000000076e+00,9.841813442272903112e-01,9.369722336550529995e-01,8.377523542913744015e-01,2.275617172199381200e-01,0.000000000000000000e+00,6.203075180501349539e-02,1.496167626093287684e-01,5.967347048902181816e-01,1.757991249227298935e-01
6.000000000000000000e+01,2.500000000000000000e+01,1.578950000000000076e+00,9.876816359423328251e-01,9.508762979317818553e-01,8.733124239624745488e-01,3.897118202461661851e-01,0.000000000000000000e+00,4.851857842228146644e-02,1.189802912612063501e-01,5.005478474855746818e-01,3.196349187732703268e-01
4.000000000000000000e+01,3.800000000000000000e+01,1.578950000000000076e+00,9.875998690882863418e-01,9.505512238276935255e-01,8.724795393149177292e-01,3.858690575930331934e-01,0.000000000000000000e+00,4.883560487434579489e-02,1.197116514472540416e-01,5.030055529592936114e-01,3.160470598073928938e-01
4.000000000000000000e+01,2.000000000000000000e+01,1.578950000000000076e+00,9.910014753943473531e-01,9.640858433565666630e-01,9.072178140076470054e-01,5.479944584753773107e-01,1.630801359422969221e-01,3.559098222118617372e-02,8.864507407663790861e-02,3.917827726335405547e-01,3.975224119075675411e-01
6.000000000000000000e+01,4.000000000000000000e+01,1.578950000000000076e+00,9.844225545037661451e-01,9.379296101274983144e-01,8.401966702133527587e-01,2.385825729245092952e-01,0.000000000000000000e+00,6.110349175733276184e-02,1.475494606823662957e-01,5.906844944069992165e-01,1.850851076570678433e-01
4.000000000000000000e+01,2.000000000000000000e+01,1.578950000000000076e+00,9.910014753943473531e-01,9.640858433565666630e-01,9.072178140076470054e-01,5.479944584753773107e-01,1.630801359422969221e-01,3.559098222118617372e-02,8.864507407663790861e-02,3.917827726335405547e-01,3.975224119075675411e-01
5.000000000000000000e+01,4.500000000000000000e+01,1.578950000000000076e+00,9.849165883018203838e-01,9.398908137949559816e-01,8.452058377982621939e-01,2.612251151014676753e-01,0.000000000000000000e+00,5.920253460267077550e-02,1.432951313807343530e-01,5.780314492782209213e-01,2.043874730401943340e-01
4.000000000000000000e+01,2.500000000000000000e+01,1.578950000000000076e+00,9.899402240283124987e-01,9.598607942043581032e-01,8.963603416066983076e-01,4.969132049979007593e-01,7.223756174789199014e-02,3.973541437765626405e-02,9.847890187586627597e-02,4.284920571626726349e-01,3.926604691947264136e-01
3.000000000000000000e+01,2.500000000000000000e+01,1.578950000000000076e+00,9.912870108853041318e-01,9.652229948386795710e-01,9.101421223568755270e-01,5.618164339066825663e-01,1.877918106796647446e-01,3.447399349390811718e-02,8.597718704410484136e-02,3.815859496234112469e-01,3.973727597479325135e-01
7.000000000000000000e+01,3.800000000000000000e+01,1.578950000000000076e+00,9.836015798007825550e-01,9.346715855830167730e-01,8.318810190073778754e-01,2.011640663774903470e-01,0.000000000000000000e+00,6.425713162642487930e-02,1.545592518082975486e-01,6.109378963597560386e-01,1.538473000063041163e-01
5.500000000000000000e+01,3.300000000000000000e+01,1.578950000000000076e+00,9.864511749788997808e-01,9.459858411830909253e-01,8.607899774015861372e-01,3.321638807222521694e-01,0.000000000000000000e+00,5.328233043043684170e-02,1.299064559377273165e-01,5.364476363715678930e-01,2.668147522391677295e-01
4.200000000000000000e+01,2.000000000000000000e+01,1.578950000000000076e+00,9.907794249647114970e-01,9.632016336062904083e-01,9.049445802472173561e-01,5.372686150833135832e-01,1.439422644447388711e-01,3.645906429520040515e-02,9.071332246206731398e-02,3.996180808135281759e-01,3.972013361892819394e-01
