Length / nm,Width / nm,Layer Number
15.68694,10.31864,1.41354
22.05175,12.39675,1.42131
19.62504,5.0461,1.42399
19.63055,5.20028,1.43461
16.80854,11.10716,1.4368
21.06404,12.4615,1.43898
25.09797,8.19218,1.44247
38.36777,16.51615,1.44544
31.22974,15.66153,1.44991
89.4944,14.76304,1.45172
13.439,10.56334,1.46135
16.17566,3.97972,1.46164
19.231,8.09285,1.47399
20.22477,5.32136,1.47629
18.58246,15.89932,1.4798
39.40011,6.08885,1.48408
16.37816,8.27347,1.494
19.03494,9.74227,1.49426
16.31115,10.89758,1.49517
51.22059,24.68077,1.5222
16.29501,4.90826,1.5239
32.80748,23.80473,1.52406
6.51585,10.63104,1.54724
40.1923,10.00149,1.54896
20.48724,10.43792,1.54902
15.91624,11.12705,1.55363
19.45184,8.73317,1.55603
19.74694,16.585,1.55703
33.64573,9.35037,1.56183
1.99134,18.09999,1.56357
13.98481,13.14895,1.56538
26.1476,16.63803,1.56875
32.72778,26.03982,1.56922
15.47561,2.65893,1.57699
22.36456,9.3829,1.57881
21.10092,8.44117,1.60096
60.22277,10.92562,1.60159
17.63305,7.60638,1.60164
24.0864,11.40218,1.60703
34.73885,13.63911,1.61456
39.64228,9.84377,1.61575
21.43318,9.6424,1.62049
16.2041,8.57211,1.62131
21.06376,15.11027,1.62993
32.39406,16.14286,1.65187
15.48446,8.95932,1.65612
22.26296,10.3795,1.65939
21.60764,8.59599,1.66537
49.54513,13.51332,1.66552
22.13982,7.74542,1.66562
18.75075,4.47689,1.66824
38.5888,20.2836,1.67311
27.14773,8.3774,1.67721
29.41538,29.4263,1.67769
38.00225,20.73949,1.68154
22.11045,11.4375,1.68317
24.08911,17.80667,1.69136
52.2809,7.96951,1.69318
15.59417,7.97747,1.69457
25.47393,7.55571,1.69753
35.55302,7.61311,1.70537
25.5994,11.15358,1.71632
27.29579,16.30036,1.73026
29.33882,16.13481,1.73451
7.79223,1.61748,1.7371
21.14422,10.0797,1.74766
22.17735,10.44576,1.75866
35.24537,13.752,1.76595
44.20943,19.29104,1.77377
32.66189,11.12952,1.77533
19.14864,8.61757,1.78802
35.94766,12.91503,1.79664
13.03423,13.35009,1.80323
44.33649,10.92829,1.80715
20.49957,8.54925,1.80888
27.91132,7.98902,1.81254
8.84993,6.41288,1.8224
17.1019,12.16721,1.82698
13.00921,7.58208,1.82764
32.39327,6.85154,1.84144
33.45878,9.33004,1.84218
23.03974,16.32106,1.85459
22.29913,14.47873,1.86352
15.5941,7.2524,1.8643
18.49723,10.69979,1.90398
19.68374,10.59252,1.93786
30.45164,14.30188,1.94196
26.56796,13.0638,1.94208
22.01658,13.40199,1.96306
19.04845,6.87911,1.9743
32.0231,21.31273,1.98389
21.17613,11.96011,1.98624
15.66739,5.16841,1.99812
29.99987,27.01934,2.00108
18.98656,15.4269,2.00939
43.63526,13.75745,2.01584
32.85783,17.33296,2.02572
18.42268,15.59172,2.02916
23.35936,4.5759,2.03763
55.49576,10.77076,2.07256
38.28154,7.48812,2.07411
16.76544,8.33713,2.08517
13.92307,11.31986,2.08525
25.07699,10.04232,2.09691
13.1319,19.86727,2.14439
15.84812,2.86321,2.17766
41.62299,19.38451,2.21654
27.89756,7.19975,2.2276
24.33949,18.9576,2.27596
19.23551,10.8064,2.34514
24.4889,14.30741,2.36884
29.07518,16.43367,2.47133
13.48844,8.65499,2.6222
36.16876,12.98351,2.74066
21.35241,6.16401,3.19269
32.07782,13.31336,3.58183
71.09156,11.40293,4.3113
