Length,Width,Layer Number
43.76135,23.41173,1.7192
37.85823,26.85502,1.72034
21.56602,4.44462,1.72129
32.75847,7.99463,1.72304
41.68578,13.78425,1.72759
23.41613,14.56429,1.73345
31.05494,17.02367,1.73434
32.78305,24.18617,1.74005
31.68888,8.27485,1.77439
36.89007,16.97745,1.77782
31.66313,8.23217,1.77827
48.82611,5.78782,1.78014
46.18823,24.10504,1.79882
64.6454,17.08263,1.80043
27.44771,12.1209,1.80082
30.06464,6.27647,1.80745
107.97639,16.07117,1.8175
45.57452,5.29881,1.82005
26.37627,2.13449,1.82679
18.65116,10.04668,1.84294
14.53431,4.83162,1.85043
69.02643,23.11811,1.87604
44.18318,14.98175,1.89442
25.28379,22.39252,1.89579
18.74538,9.85854,1.90022
55.66369,16.18775,1.90722
59.46366,20.27754,1.91073
59.8791,47.24844,1.93965
31.88414,5.64759,1.9407
37.98599,11.06736,1.94461
16.44177,7.90197,1.94946
45.85866,13.60491,1.9601
13.3212,1.66262,1.96545
26.57832,2.24574,1.96999
28.787,10.56454,1.98013
19.52067,10.82409,1.98044
42.11689,8.40817,1.98384
24.44628,11.2021,1.9967
22.09655,6.63611,1.99886
60.81447,18.40753,2.00149
16.68004,5.14384,2.0032
35.36486,26.81147,2.00951
21.54913,21.29215,2.02137
13.88627,5.11852,2.03279
37.93773,5.41955,2.03773
41.28242,29.51032,2.03892
16.52165,12.6193,2.03927
98.85617,7.89056,2.04222
26.19981,3.71163,2.04912
27.06282,22.2767,2.05562
25.22256,8.25797,2.06903
26.7909,7.52207,2.07571
16.44422,13.89389,2.07815
31.42969,10.80802,2.11597
88.88335,21.0594,2.1299
27.11623,9.71505,2.13131
16.19737,2.52923,2.14083
30.55376,12.64928,2.15225
24.52554,14.47975,2.15522
58.40519,13.79763,2.1641
15.70565,2.43892,2.16667
19.07724,5.47219,2.18598
34.26389,15.49865,2.19407
64.40491,51.38391,2.19896
21.91647,10.12782,2.21344
22.2717,5.56204,2.21858
22.08655,6.20784,2.22485
36.26106,7.9004,2.22735
21.12744,8.23316,2.23921
20.3031,7.09523,2.27361
24.04855,12.47316,2.2779
21.88725,20.69346,2.31361
15.3087,4.84401,2.3155
13.83722,7.92327,2.32557
42.75506,16.6921,2.33974
25.17831,13.90861,2.34482
51.59747,13.92275,2.35373
22.83587,7.94266,2.354
14.09288,8.19456,2.3655
69.94607,15.15172,2.39366
36.34301,30.12202,2.41229
23.74802,11.71898,2.41461
79.58842,31.51314,2.423
21.41507,8.31176,2.434
29.06949,12.16218,2.44676
52.49515,10.47062,2.4494
40.07307,13.0388,2.45428
33.56374,10.82853,2.51406
18.43845,2.60344,2.55094
26.47801,8.05634,2.5539
16.27478,14.82656,2.5687
27.35461,11.26861,2.58051
35.7187,13.73896,2.60615
20.49009,8.03734,2.60813
30.29526,7.99256,2.65695
42.23684,4.87758,2.68025
22.3094,10.16224,2.6886
33.77594,14.19368,2.69968
35.41652,4.56522,2.70242
21.59847,3.26205,2.71126
29.98416,10.85392,2.74939
57,30,2.76316
25.78981,15.84045,2.77529
28.73252,15.08735,2.79145
15.29289,2.32957,2.84451
38.69249,14.53658,2.92471
26.11066,2.0922,2.96498
33.10479,18.4836,3.23618
45,22,3.26316
