Length,Width,Layer Number
71.26667,24.97532,1.77759
37.64324,12.79714,1.7911
63.83203,52.44167,1.80356
58.45088,51.53115,1.8038
82.32144,13.14669,1.81789
102.88293,23.02934,1.81857
57.76696,48.84363,1.82965
21.33196,9.32366,1.83042
61.1208,18.55638,1.84711
38.22533,19.36186,1.84835
35.61112,7.31462,1.85126
32.97922,25.00635,1.85164
141.85071,43.89877,1.85388
36.52029,27.22444,1.85753
77.72764,15.57243,1.86912
54.98243,15.48439,1.89732
68.19476,37.33765,1.92604
44.339,19.62498,1.92744
66.02719,26.97252,1.94392
31.03257,26.10865,1.97454
60.86083,18.07894,1.98365
46.26284,32.89921,1.99696
117.09681,19.17098,2.00068
49.28612,21.65347,2.00207
32.29168,17.00517,2.00828
35.61075,7.95914,2.01131
34.98146,29.09966,2.01243
44.51848,16.91647,2.01844
64.77645,30.11432,2.02643
58.36865,56.69308,2.03552
57.84964,19.09859,2.04011
32.85742,15.97617,2.04277
60.55633,23.98281,2.05623
18.47471,12.35086,2.08446
77.81651,18.72601,2.08844
31.3658,31.69551,2.0997
83.56496,29.98931,2.10003
47.67894,9.99428,2.10518
123.79841,32.78298,2.10538
25.44319,13.73396,2.10708
26.84345,12.22472,2.1107
58.68131,47.0467,2.13215
68.12032,35.5153,2.1402
49.52649,15.35733,2.14156
59.00015,44.38667,2.14526
64.57462,19.634,2.15296
97.14402,32.65231,2.15396
56.51375,39.12557,2.15441
24.43424,15.58299,2.15741
51.48033,32.82808,2.15858
65.53258,29.83963,2.1649
83.12066,20.21112,2.16626
18.41334,10.78866,2.16764
46.53218,37.19327,2.17682
32.10866,12.50922,2.17934
113.67452,40.47409,2.18469
106.89107,54.99086,2.18994
46.02061,21.79285,2.20889
80.16128,44.24694,2.22436
27.50382,23.33335,2.22898
63.15208,47.25599,2.23754
53.79541,20.6787,2.24007
40.80705,10.43591,2.24031
145.52871,34.74886,2.24522
55.66392,10.91889,2.2593
54.52603,37.7884,2.26624
95.6538,19.6601,2.26813
68.51049,29.52688,2.28
60.62836,38.40871,2.28006
44.36857,18.29606,2.28028
45.31,35.59552,2.28252
90.37023,88.52795,2.29376
39.29589,23.31807,2.30994
43.64746,13.30724,2.31139
61.08669,43.05069,2.31326
51.3363,26.62226,2.31446
52.21171,35.56775,2.31709
44.61322,21.67232,2.31736
46.88836,21.5448,2.31801
38.51716,21.7102,2.31919
53.45037,26.74554,2.32749
62.378,26.25672,2.33792
29.27662,14.67901,2.34196
57.6569,35.34227,2.3428
117.61779,32.6228,2.34749
91.75878,45.24767,2.34892
159.16378,21.27584,2.35034
63.7444,43.96129,2.3559
42.68778,15.32253,2.39436
19.66752,13.4787,2.39502
46.26463,12.69196,2.42063
32.90649,28.5271,2.43142
62.18727,21.03147,2.4499
37.04825,21.90697,2.46656
129.47234,63.0763,2.49327
48.30751,15.34,2.49563
52.85891,22.09971,2.50411
32.34871,35.62098,2.51885
57.68448,33.32016,2.52369
35.51786,12.89066,2.52538
73.43611,9.20398,2.53188
88.7424,42.90688,2.54144
35.73878,20.9684,2.54159
51.98668,18.87488,2.54491
43.44307,18.93108,2.54889
28.59954,22.45937,2.55473
122.75346,36.45969,2.55484
42.78864,33.31394,2.55555
31.43698,18.55215,2.56715
52.60453,55.86891,2.57408
60.07599,20.7546,2.5923
56.38884,25.38156,2.60247
44.40593,19.06839,2.60513
59.2471,38.32249,2.60818
109.66422,37.74122,2.62568
44.23737,37.94122,2.63539
27.96466,21.41946,2.64014
85.65126,25.11274,2.65472
53.75298,13.09631,2.65644
33.03861,27.37699,2.67061
19.50098,17.64202,2.68407
46.36269,18.93477,2.68506
67.02216,30.15767,2.69385
169.29267,15.61045,2.70071
57.05984,35.99829,2.70146
69.03399,21.93473,2.70515
62.95049,40.41376,2.70586
74.33496,24.65682,2.71
49.86407,26.18095,2.72808
60.45523,4.26511,2.7415
107.38243,25.02739,2.75441
153.55105,119.41222,2.75991
41.37209,19.88968,2.77142
39.73415,20.06033,2.78009
46.33837,29.79382,2.78132
37.23347,23.92939,2.79307
32.34601,13.22535,2.80026
43.52553,20.53383,2.80172
49.43061,32.22295,2.82038
32.42473,18.1774,2.83314
54.98745,25.60513,2.83843
184.86857,23.98568,2.84126
30.00155,25.18521,2.85461
48.23105,21.5855,2.85492
61.5373,38.34304,2.88449
94.71929,23.92164,2.89744
33.25802,16.80602,2.90107
27.51866,11.09216,2.90133
48.22039,32.99983,2.90207
53.64912,20.41344,2.90787
67.82985,33.58097,2.91728
39.13384,24.79674,2.92753
32.83636,18.54763,2.94238
51.8286,32.0736,2.94492
24.62106,8.23755,2.9555
46.01083,36.88896,2.96011
64.26732,27.39097,2.96296
42.37702,20.40709,2.96525
57.45546,37.70757,2.98017
28.22907,25.49944,2.98359
54.69616,31.89137,2.98981
31.60644,20.04618,3.00188
31.68808,19.05888,3.00722
19.51629,10.60682,3.02473
78.34619,56.51854,3.02492
26.4467,18.48086,3.03722
30.76903,23.76976,3.03762
57.13409,11.20573,3.05247
66.9977,38.81415,3.05635
72.25931,40.30083,3.08249
67.02618,32.85472,3.0959
59.59263,45.20268,3.09885
32.09281,24.59721,3.10735
58.81498,30.38129,3.12088
89.23144,52.75855,3.14462
39.54411,28.55934,3.14928
36.62979,22.64634,3.15457
38.17894,23.47705,3.15771
32.96905,24.01368,3.15955
49.38769,34.78606,3.16034
39.51066,16.10544,3.1615
37.64853,19.22774,3.18518
128.07924,33.7614,3.18739
49.12307,27.42523,3.19769
53.17441,25.04599,3.21216
131.02885,26.00454,3.22734
47.75019,27.69747,3.23495
60.51362,57.67019,3.25339
52.21197,51.00487,3.26507
61.9436,18.51461,3.29496
63.89626,41.362,3.33239
36.0395,38.707,3.3439
107.84908,6.90887,3.34525
41.85651,15.12631,3.38344
70.40004,25.11101,3.40872
28.94323,24.77818,3.4129
71.63215,31.29056,3.43295
89.66307,49.99236,3.44363
132.87653,48.63432,3.44869
46.34495,5.01557,3.49438
53.43611,18.51834,3.50807
44.71116,42.4213,3.51112
43.337,13.88587,3.53101
46.25555,7.15979,3.60892
50.40938,20.90591,3.60991
53.35747,15.3096,3.6442
73.28601,44.48991,3.6485
81.26337,21.19097,3.66802
49.28636,48.86055,3.67167
69.84625,29.60902,3.72866
77.20631,52.58957,3.77341
118.7674,49.13318,3.88732
40.12828,18.58787,3.91122
43.49546,23.96958,3.96304
119.13949,45.79883,4.06911
99.91179,50.3025,4.09007
30.96709,21.54285,4.0909
44.74895,16.13736,4.09536
53.02071,21.94474,4.10989
96.64946,33.5703,4.13288
125.92444,23.24392,4.1772
55.50355,17.41052,4.29222
42.95731,12.05095,4.35476
72.05788,30.69538,4.39197
119.71807,41.18358,4.42161
101.52057,44.51251,4.48729
62.82813,32.44394,4.50142
83.6661,46.06487,4.51403
86.76163,34.07211,4.61325
75.92357,24.19682,4.66992
113.10776,60.83584,4.84398
33.22894,24.42005,4.87172
40.88441,31.84045,5.23888
69.22382,47.37904,5.46159
71.81864,22.28118,5.50776
79.27872,63.58783,6.02127
116.24903,32.96089,7.97005
