Length,Width,Layer Number
74.81708,30.07836,3.47688
37.80991,36.89386,3.51723
73.96329,62.92461,3.51889
55.9767,39.34047,3.52019
58.81405,35.57944,3.5213
60.71029,23.20208,3.55107
69.44874,64.93062,3.58394
97.58387,73.08941,3.60908
89.84945,17.66974,3.60998
81.25749,26.53658,3.61211
107.92553,36.72754,3.62093
55.4124,24.36858,3.62717
167.37622,83.35487,3.62727
113.0244,39.00476,3.63743
146.42897,42.84405,3.6398
68.75778,31.96833,3.64078
108.97441,79.24331,3.66318
92.92183,36.60343,3.71916
73.5146,62.3381,3.73291
59.55195,37.24461,3.74561
81.26541,34.09435,3.76041
51.81766,44.8808,3.76813
70.11225,17.10484,3.80309
96.24651,64.2323,3.83446
61.9935,33.47731,3.83606
94.11705,69.48779,3.85452
185.63736,71.88476,3.87728
72.13211,31.33152,3.88551
216.57055,28.14911,3.89709
102.2861,59.97759,3.89716
133.80374,52.96996,3.90052
64.8554,39.51985,3.9055
185.99741,45.71018,3.92616
193.60213,53.23784,3.93052
93.5214,36.3458,3.94744
89.63863,26.23632,3.96265
49.42355,41.04412,3.9741
49.11016,10.19653,3.97685
106.51416,29.91218,3.9862
151.03714,65.70188,3.98635
93.10817,41.04792,3.99437
38.41005,22.97698,4.02904
181.71749,35.22151,4.05182
170.47279,44.74837,4.05198
73.46313,41.08549,4.05423
74.85541,68.56374,4.09395
118.32287,73.51013,4.09759
75.17451,22.93771,4.14299
69.5267,30.57394,4.14431
68.2179,51.13897,4.14691
38.03547,15.93737,4.17137
88.57832,31.27236,4.2196
151.26451,55.62662,4.23439
133.80766,75.40662,4.241
75.44965,48.26236,4.24131
127.95331,33.0393,4.24944
221.52954,55.91188,4.25424
68.16066,59.4457,4.26123
66.7058,36.2493,4.27897
48.02037,23.2123,4.33529
213.83815,64.1769,4.34292
141.57509,59.87064,4.37568
68.09276,36.45293,4.37979
46.53653,34.57829,4.40079
124.82482,46.18171,4.41829
168.78878,116.93729,4.43892
160.78294,101.40225,4.44186
58.81675,30.77969,4.45254
101.95236,60.97932,4.48239
57.86757,41.96129,4.5082
229.30713,107.08156,4.51151
90.19203,22.88587,4.518
109.18744,36.25115,4.5231
79.29045,79.18863,4.53456
69.02917,67.51876,4.55942
91.56212,41.81127,4.5676
107.37052,50.90118,4.59462
139.47692,92.44895,4.60021
156.68706,98.94962,4.60533
156.04947,76.82546,4.61114
96.4786,64.17235,4.61901
81.22855,33.35814,4.63731
81.77025,38.27781,4.67342
101.34244,80.22925,4.68607
88.12539,72.50345,4.6896
219.93637,141.80748,4.76563
87.42832,69.37089,4.76952
113.94142,41.29789,4.78538
316.74739,74.12423,4.78934
81.51711,74.54908,4.79825
73.784,19.55177,4.85353
97.77208,19.31722,4.87024
99.46678,43.91449,4.93411
62.87121,49.70251,4.97644
62.52357,38.39504,5.03729
74.65497,35.01891,5.04875
115.93581,70.73922,5.06648
92.07978,57.31499,5.10989
113.93985,69.58584,5.15562
162.82103,84.98053,5.18005
85.10173,89.75687,5.20985
83.56841,39.10527,5.21083
114.59273,55.76383,5.23606
153.46907,32.53635,5.23625
51.41614,24.01431,5.27009
115.73192,60.85176,5.31362
60.71757,44.7087,5.3863
58.87183,34.06705,5.40414
48.5648,41.45036,5.42399
42.07056,21.90317,5.42469
76.87743,37.69901,5.42522
244.48396,56.7653,5.48473
82.80604,57.06903,5.4921
88.1824,28.59869,5.50007
97.45822,40.98609,5.56124
66.10125,59.82616,5.56442
100.0346,44.87313,5.61585
119.10117,55.12397,5.63201
110.15881,113.55514,5.67005
160.78568,75.7707,5.72208
90.08068,50.24623,5.73201
52.79432,36.43642,5.73476
54.59202,13.76335,5.79591
80.27346,48.71207,5.80193
87.3319,57.25123,5.88906
221.87297,130.78242,5.90251
151.43371,60.28336,5.92821
122.67984,93.73202,5.94999
128.65147,56.06387,5.96982
163.52741,19.25538,6.01396
70.07771,38.29648,6.02637
197.26396,64.32376,6.02943
223.62997,46.62523,6.05428
222.99608,47.38736,6.08503
124.72313,64.88623,6.13222
107.77964,74.79538,6.18382
82.61119,39.60064,6.21931
113.69686,69.61996,6.22635
100.8137,47.80353,6.31436
97.21181,47.11651,6.33154
48.51784,23.20106,6.33934
127.60121,47.77505,6.37102
183.8985,41.8579,6.37794
58.95654,18.43566,6.42743
166.74324,50.08463,6.44124
172.7512,68.58706,6.66695
271.66812,98.4753,6.69302
78.31323,59.81977,6.72371
57.59826,30.70488,6.72432
84.73512,39.71645,6.76086
88.94618,50.60538,6.81715
120.35925,96.7441,6.82998
98.33619,31.71408,6.87529
56.04531,36.24822,6.95352
109.92764,56.05133,6.96192
151.43308,42.06969,6.96976
119.176,69.12813,6.97245
96.71029,43.68662,7.00094
132.73518,85.88045,7.04482
280.1636,82.42537,7.36235
152.48259,69.4503,7.70009
156.87619,25.47039,7.76074
134.06786,74.75546,7.81353
64.6512,29.81886,8.081
155.29971,49.57954,8.11129
44.93888,18.96498,8.41944
172.63637,77.78423,8.52737
237.52628,80.85079,8.74803
86.20861,45.01666,8.81892
207.31011,61.07542,9.22562
173.62448,89.13433,9.43542
220.21071,59.46757,9.44309
93.94321,67.0002,9.49433
84.97843,32.47258,9.51834
84.86935,44.5248,9.61869
47.29533,30.76873,9.66491
159.34093,66.25658,9.92928
105.89146,68.82338,10.20006
94.45747,57.20164,10.20826
287.9032,78.75504,10.51508
139.89489,94.88445,10.51703
113.42697,61.85714,10.58798
255.82708,67.34145,10.69072
118.09888,95.20542,10.83937
96.32478,55.85106,11.29471
136.81896,33.38611,11.90714
232.9282,154.51161,12.71887
146.82864,41.16759,13.0332
106.66063,65.61001,14.0013
109.01929,113.85346,15.39005
283.06099,127.2456,15.4962
